inc_id,accident_date,file_date,pol_id,add_id
4c3d843e,2022-01-12 15:54:54.606849,2022-01-12 15:54:54.606849,e39152aa,19f79bbc
0aaba7df,2022-01-12 15:54:54.606849,2022-01-13 15:54:54.606849,b546de19,c66aab58
5ccd52ef,2022-01-12 15:54:54.607844,2022-01-13 15:54:54.607844,c2187796,6b02df30
b875f5f6,2022-01-12 15:54:54.607844,2022-01-12 15:54:54.607844,01896b22,0c899962
5d64ef9e,2022-01-12 15:54:54.607844,2022-01-12 15:54:54.607844,796c1205,c6c14eca
5002490e,2022-01-12 15:54:54.608872,2022-01-12 15:54:54.608872,1cba47ca,06590f7b
95efa926,2022-01-12 15:54:54.608872,2022-01-13 15:54:54.608872,e014720b,49b903d0
68859030,2022-01-12 15:54:54.609846,2022-01-12 15:54:54.609846,fdf9ab1c,c94ed4cb
0f216b9a,2022-01-12 15:54:54.609846,2022-01-13 15:54:54.609846,9e035bc2,9d00b930
a90c24c6,2022-01-12 15:54:54.609846,2022-01-13 15:54:54.609846,180c0419,9352f544
e540ae0d,2022-01-12 15:54:54.609846,2022-01-13 15:54:54.609846,ae9588c3,e9cb5d67
34cc514b,2022-01-12 15:54:54.610844,2022-01-12 15:54:54.610844,d88da9e4,aa10b1bd
ec161684,2022-01-12 15:54:54.610844,2022-01-12 15:54:54.610844,f7b1147a,af7eadd3
14846ea1,2022-01-12 15:54:54.610844,2022-01-14 15:54:54.610844,ca9bbf9c,ffdd5707
50171314,2022-01-12 15:54:54.611841,2022-01-13 15:54:54.611841,99f36a60,245da4ad
db3ff6ea,2022-01-12 15:54:54.611841,2022-01-12 15:54:54.611841,7d7768a1,e6ce8ed5
3edb03ab,2022-01-12 15:54:54.611841,2022-01-12 15:54:54.611841,f261eba5,1ce94204
92966d8c,2022-01-12 15:54:54.611841,2022-01-13 15:54:54.611841,509a3db1,ac5860d3
91d38c45,2022-01-12 15:54:54.612841,2022-01-12 15:54:54.612841,dd5c6282,b8e42cc9
6dc31ec7,2022-01-12 15:54:54.612841,2022-01-12 15:54:54.612841,6794af4c,5b0dd009
4e97f594,2022-01-12 15:54:54.612841,2022-01-12 15:54:54.612841,d6dac593,9c565857
56055b6f,2022-01-12 15:54:54.612841,2022-01-14 15:54:54.612841,aeeb74d2,04fd2ecf
2c028fa6,2022-01-12 15:54:54.612841,2022-01-12 15:54:54.612841,bffa219b,7b253a25
00cd3851,2022-01-12 15:54:54.613843,2022-01-12 15:54:54.613843,6b5b68b6,03de3b3d
c60e78ee,2022-01-12 15:54:54.613843,2022-01-12 15:54:54.613843,e18702bc,62f7ab0b
66fc13b3,2022-01-12 15:54:54.613843,2022-01-13 15:54:54.613843,c19c0cfa,95827fb8
734754e8,2022-01-12 15:54:54.613843,2022-01-12 15:54:54.613843,54343843,af5671c0
802b8a73,2022-01-12 15:54:54.614843,2022-01-12 15:54:54.614843,553bc904,26f7c3f8
c2d95b84,2022-01-12 15:54:54.614843,2022-01-12 15:54:54.614843,23de3198,12e89e08
25f33dae,2022-01-12 15:54:54.614843,2022-01-12 15:54:54.614843,7b969625,74b710a5
7424ba12,2022-01-12 15:54:54.614843,2022-01-12 15:54:54.614843,2f286673,f7779c0d
bc380866,2022-01-12 15:54:54.614843,2022-01-15 15:54:54.614843,48632177,5ae11bb0
1ff34c0f,2022-01-12 15:54:54.614843,2022-01-12 15:54:54.614843,ffa7fcf8,25ba4efc
69bc7f09,2022-01-12 15:54:54.615846,2022-01-12 15:54:54.615846,307f52eb,362eaeab
fd9671a0,2022-01-12 15:54:54.615846,2022-01-12 15:54:54.615846,8cc12dcb,f7ae81b7
fa8034af,2022-01-12 15:54:54.615846,2022-01-12 15:54:54.615846,b1f8eefe,f53d8f4c
0f2142cd,2022-01-12 15:54:54.615846,2022-01-12 15:54:54.615846,b013a85a,23baf2e9
2ddf7143,2022-01-12 15:54:54.615846,2022-01-12 15:54:54.615846,89e632cb,db630a9d
29506613,2022-01-12 15:54:54.615846,2022-01-13 15:54:54.615846,37af2f7f,88bd2d2a
5d7c5623,2022-01-12 15:54:54.616842,2022-01-12 15:54:54.616842,8709e828,86920284
04c79cf9,2022-01-12 15:54:54.616842,2022-01-14 15:54:54.616842,0766e43c,1e210552
89c41336,2022-01-12 15:54:54.616842,2022-01-12 15:54:54.616842,d9d7fe5d,573f51e4
97155117,2022-01-12 15:54:54.616842,2022-01-12 15:54:54.616842,bf089ed3,33a0cb6d
40ed5119,2022-01-12 15:54:54.616842,2022-01-12 15:54:54.616842,e962cfd2,b20a51eb
bf12a557,2022-01-12 15:54:54.617844,2022-01-12 15:54:54.617844,9be0e18b,83fadc70
73c3e494,2022-01-12 15:54:54.617844,2022-01-12 15:54:54.617844,e6178588,3461c5b8
c9cb61af,2022-01-12 15:54:54.617844,2022-01-13 15:54:54.617844,40fc7cb2,6f8672d9
78766d10,2022-01-12 15:54:54.617844,2022-01-12 15:54:54.617844,ed5a2754,bd0a5cf3
cefa32ec,2022-01-12 15:54:54.618842,2022-01-13 15:54:54.618842,96240323,99787c17
c0440cad,2022-01-12 15:54:54.618842,2022-01-12 15:54:54.618842,09df4a65,bedee6eb
4d420c73,2022-01-12 15:54:54.618842,2022-01-12 15:54:54.618842,99fa3c8a,2335d2ad
708e81e8,2022-01-12 15:54:54.618842,2022-01-12 15:54:54.618842,9e0b0a42,a9195467
5fea9585,2022-01-12 15:54:54.618842,2022-01-14 15:54:54.618842,b8fc9cd8,bf2dc5fc
4fe59cf1,2022-01-12 15:54:54.619843,2022-01-12 15:54:54.619843,32d64a79,284e0a21
f8492486,2022-01-12 15:54:54.619843,2022-01-12 15:54:54.619843,edbdee64,ec88624c
022ef5b9,2022-01-12 15:54:54.620807,2022-01-13 15:54:54.620807,cf0c653a,92349a31
3fdd1efe,2022-01-12 15:54:54.620807,2022-01-13 15:54:54.620807,2ec77008,e155a1e6
3b0fe98e,2022-01-12 15:54:54.621808,2022-01-13 15:54:54.621808,630df83f,43502ea1
96b001c1,2022-01-12 15:54:54.621808,2022-01-12 15:54:54.621808,b91cf42f,d397821f
0dd1a70d,2022-01-12 15:54:54.622815,2022-01-14 15:54:54.622815,4bf950db,e5a9b912
d8c69d97,2022-01-12 15:54:54.623845,2022-01-13 15:54:54.623845,9fda28f5,272add3d
68a2d0e1,2022-01-12 15:54:54.623845,2022-01-12 15:54:54.623845,750fc730,92f03fcf
43d3d074,2022-01-12 15:54:54.624807,2022-01-13 15:54:54.624807,edb66887,9f5a7fb1
77b98d12,2022-01-12 15:54:54.624807,2022-01-14 15:54:54.624807,7e272c74,67e3cff4
eb548d8c,2022-01-12 15:54:54.625842,2022-01-12 15:54:54.625842,0204279e,75a54e86
b5affce0,2022-01-12 15:54:54.625842,2022-01-14 15:54:54.625842,4c6e07d8,b8bccfca
0cc9ed8b,2022-01-12 15:54:54.625842,2022-01-13 15:54:54.625842,f0bfdf7c,152be3c1
907ba3cb,2022-01-12 15:54:54.625842,2022-01-12 15:54:54.625842,ddc06eb6,918e0865
91a88a20,2022-01-12 15:54:54.626843,2022-01-12 15:54:54.626843,0d7ff364,02e33a71
44a5c55d,2022-01-12 15:54:54.626843,2022-01-14 15:54:54.626843,9deff1cf,432a3437
23604466,2022-01-12 15:54:54.626843,2022-01-13 15:54:54.626843,aad8eb37,c70958fc
171bfe2a,2022-01-12 15:54:54.626843,2022-01-12 15:54:54.626843,3ce99ad1,51a3b925
1da3477d,2022-01-12 15:54:54.626843,2022-01-12 15:54:54.626843,690b3083,ac50654d
a9090f8d,2022-01-12 15:54:54.626843,2022-01-13 15:54:54.626843,7b1da07c,0fa62e01
febaf036,2022-01-12 15:54:54.627843,2022-01-13 15:54:54.627843,655a61f4,3c0ddab7
17b96bf6,2022-01-12 15:54:54.627843,2022-01-14 15:54:54.627843,c4cb131f,0710da6e
2412d4a9,2022-01-12 15:54:54.627843,2022-01-14 15:54:54.627843,3cd5b126,9dd00584
4c3459f6,2022-01-12 15:54:54.627843,2022-01-12 15:54:54.627843,993bb7ae,009d80a0
bb6747f8,2022-01-12 15:54:54.627843,2022-01-12 15:54:54.627843,e76026a7,e13f7d20
d89078cd,2022-01-12 15:54:54.628849,2022-01-13 15:54:54.628849,00d49802,066813ea
6b51b553,2022-01-12 15:54:54.628849,2022-01-13 15:54:54.628849,2c66177a,40fb54a0
19de1c6b,2022-01-12 15:54:54.628849,2022-01-13 15:54:54.628849,7acbfccd,67b2c082
477d7d3c,2022-01-12 15:54:54.628849,2022-01-15 15:54:54.628849,c80510bd,755f16fc
a66da7b4,2022-01-12 15:54:54.629847,2022-01-13 15:54:54.629847,a72da09a,7c0934d9
b4c67cac,2022-01-12 15:54:54.629847,2022-01-12 15:54:54.629847,d5570e5e,ee911576
c3848fcf,2022-01-12 15:54:54.629847,2022-01-13 15:54:54.629847,4fa3fc76,d6093b38
0fe8ae0f,2022-01-12 15:54:54.630841,2022-01-12 15:54:54.630841,1487fb44,fa6f0d4e
a00df122,2022-01-12 15:54:54.630841,2022-01-12 15:54:54.630841,b499853f,ac32cf79
e11136f9,2022-01-12 15:54:54.630841,2022-01-12 15:54:54.630841,9942858e,142170e0
fd48ae4a,2022-01-12 15:54:54.630841,2022-01-12 15:54:54.630841,b508b7cd,ef8d819d
912fb1e1,2022-01-12 15:54:54.631845,2022-01-13 15:54:54.631845,bbe4aea4,5445061e
9df401e7,2022-01-12 15:54:54.631845,2022-01-12 15:54:54.631845,2556a9b3,0f6ab3ec
22dd7b31,2022-01-12 15:54:54.631845,2022-01-13 15:54:54.631845,ca4a49ed,6e873e3f
39b9e6c0,2022-01-12 15:54:54.631845,2022-01-12 15:54:54.631845,64e52de9,e8cc4892
ea49524b,2022-01-12 15:54:54.631845,2022-01-12 15:54:54.631845,8a0f9647,26b3d1a1
5885b986,2022-01-12 15:54:54.632841,2022-01-16 15:54:54.632841,158dc49d,70a95175
024b7d98,2022-01-12 15:54:54.632841,2022-01-13 15:54:54.632841,c22310d2,d4723d5f
25bb5ef7,2022-01-12 15:54:54.632841,2022-01-15 15:54:54.632841,93b41258,b4d288af
fe14c331,2022-01-12 15:54:54.633845,2022-01-13 15:54:54.633845,68c25de1,282cc3a4
4aa1e884,2022-01-12 15:54:54.633845,2022-01-12 15:54:54.633845,a8c8e8c4,d6c7187f
3de29067,2022-01-12 15:54:54.633845,2022-01-13 15:54:54.633845,3e19b1a1,5642d8ce
6f0301f9,2022-01-12 15:54:54.633845,2022-01-12 15:54:54.633845,ee67dfd7,1f0d8c12
5d479118,2022-01-12 15:54:54.633845,2022-01-13 15:54:54.633845,bca9c1eb,bbce82de
8fa5521a,2022-01-12 15:54:54.634855,2022-01-12 15:54:54.634855,46542d64,6bfd8e36
9070c8d3,2022-01-12 15:54:54.634855,2022-01-12 15:54:54.634855,5537f044,b81dc2c7
2d93d967,2022-01-12 15:54:54.634855,2022-01-12 15:54:54.634855,817fcc69,c272ac13
0fe0578f,2022-01-12 15:54:54.634855,2022-01-12 15:54:54.634855,bafc1974,79e07848
c8508ada,2022-01-12 15:54:54.635847,2022-01-12 15:54:54.635847,2cf085b6,eda7bb1d
bea8770e,2022-01-12 15:54:54.635847,2022-01-14 15:54:54.635847,0036b06e,be12e569
59d01a0a,2022-01-12 15:54:54.635847,2022-01-13 15:54:54.635847,3bdd12e0,468dd28e
88faec1f,2022-01-12 15:54:54.636805,2022-01-13 15:54:54.636805,2fd6f368,fe2cf5b6
023f6aca,2022-01-12 15:54:54.636805,2022-01-12 15:54:54.636805,8e9f73b6,8f23b248
62f26fe8,2022-01-12 15:54:54.637807,2022-01-13 15:54:54.637807,682e3070,0b9b122f
39fdb693,2022-01-12 15:54:54.637807,2022-01-12 15:54:54.637807,e80c9089,8892730e
51f8e0c4,2022-01-12 15:54:54.638808,2022-01-14 15:54:54.638808,1774510d,20372233
cf22747f,2022-01-12 15:54:54.638808,2022-01-13 15:54:54.638808,010e292b,83a5cfba
8e50f17c,2022-01-12 15:54:54.639807,2022-01-13 15:54:54.639807,43fd2c81,8e7d09a8
3b763de1,2022-01-12 15:54:54.639807,2022-01-12 15:54:54.639807,14f646fe,823ffc67
dca9c9dd,2022-01-12 15:54:54.639807,2022-01-13 15:54:54.639807,d9a04164,65619b5c
67892682,2022-01-12 15:54:54.639807,2022-01-13 15:54:54.639807,7926ca8b,530f7dd7
6d97189b,2022-01-12 15:54:54.639807,2022-01-12 15:54:54.639807,f7fc8f9f,53d30c15
ae7a60c8,2022-01-12 15:54:54.640807,2022-01-12 15:54:54.640807,31db1571,018ad45c
06dc2a9a,2022-01-12 15:54:54.640807,2022-01-13 15:54:54.640807,5d2c5b54,449b7441
cc7771eb,2022-01-12 15:54:54.640807,2022-01-13 15:54:54.640807,48d7f3ba,714592ec
c63c82a0,2022-01-12 15:54:54.641835,2022-01-12 15:54:54.641835,1a0c280a,bd810f48
7b5f7776,2022-01-12 15:54:54.641835,2022-01-12 15:54:54.641835,66a596fc,c128b8f2
c28a3a48,2022-01-12 15:54:54.641835,2022-01-12 15:54:54.641835,107ddff1,32763e44
197a7ae1,2022-01-12 15:54:54.641835,2022-01-13 15:54:54.641835,0560c9b6,054a8b28
e3579cd0,2022-01-12 15:54:54.642843,2022-01-12 15:54:54.642843,74433bc7,b59dda80
60617382,2022-01-12 15:54:54.642843,2022-01-12 15:54:54.642843,d2480dc5,518da6f5
1ce9a9d9,2022-01-12 15:54:54.642843,2022-01-13 15:54:54.642843,973cbfc5,7d2a6da7
dc5a630a,2022-01-12 15:54:54.642843,2022-01-12 15:54:54.642843,43ccddd4,19b3de36
20bfda0a,2022-01-12 15:54:54.643842,2022-01-13 15:54:54.643842,0fddd2e2,3f9f2b53
969717c1,2022-01-12 15:54:54.643842,2022-01-12 15:54:54.643842,41f53169,99c3b37c
75c63bd7,2022-01-12 15:54:54.643842,2022-01-12 15:54:54.643842,5031bac0,55d899d2
273d40f9,2022-01-12 15:54:54.643842,2022-01-14 15:54:54.643842,45626421,d8b7c559
bef3b0f7,2022-01-12 15:54:54.644841,2022-01-13 15:54:54.644841,840589a8,b8d88953
f7ac5874,2022-01-12 15:54:54.644841,2022-01-12 15:54:54.644841,cf29bc29,87f7fb04
ca360b96,2022-01-12 15:54:54.644841,2022-01-12 15:54:54.644841,0a679cfd,dcfea9de
814e27da,2022-01-12 15:54:54.644841,2022-01-14 15:54:54.644841,21b254c3,eae106e3
0ed79ac5,2022-01-12 15:54:54.645807,2022-01-12 15:54:54.645807,13147b81,107e873c
7b045f03,2022-01-12 15:54:54.645807,2022-01-13 15:54:54.645807,c2d73139,8f892e49
479cde8a,2022-01-12 15:54:54.645807,2022-01-13 15:54:54.645807,27c6e854,5438a967
2290797c,2022-01-12 15:54:54.645807,2022-01-13 15:54:54.645807,bcfbca2a,ceb3a531
4066e23b,2022-01-12 15:54:54.646843,2022-01-12 15:54:54.646843,589980a9,4159164b
969d81ce,2022-01-12 15:54:54.646843,2022-01-13 15:54:54.646843,174e65ca,1c62e351
db821173,2022-01-12 15:54:54.646843,2022-01-12 15:54:54.646843,5b54674d,debaf1d9
e7e939ad,2022-01-12 15:54:54.647845,2022-01-12 15:54:54.647845,7a5e05b3,bac94870
48fe4ae6,2022-01-12 15:54:54.647845,2022-01-13 15:54:54.647845,19f6dce5,ad04534b
b0b0510b,2022-01-12 15:54:54.647845,2022-01-12 15:54:54.647845,4aeb3758,daa7afd3
5db4b516,2022-01-12 15:54:54.647845,2022-01-12 15:54:54.647845,d1369c05,87c521e7
aa59105a,2022-01-12 15:54:54.648842,2022-01-13 15:54:54.648842,95f25e6e,0f644702
20e23914,2022-01-12 15:54:54.648842,2022-01-13 15:54:54.648842,0a68bca9,5337f16d
e23e1c72,2022-01-12 15:54:54.648842,2022-01-13 15:54:54.648842,d5f9ed89,1297f3e9
012fe257,2022-01-12 15:54:54.649847,2022-01-12 15:54:54.649847,530d031d,8389df6c
d7896406,2022-01-12 15:54:54.649847,2022-01-12 15:54:54.649847,fe5465ca,3dada905
9626255f,2022-01-12 15:54:54.649847,2022-01-13 15:54:54.649847,f9b79954,9618fb4b
b308b342,2022-01-12 15:54:54.649847,2022-01-12 15:54:54.649847,5bcbed6b,43f1f564
d1c25b58,2022-01-12 15:54:54.650841,2022-01-12 15:54:54.650841,92e7e9ed,0bae7f08
e20e0887,2022-01-12 15:54:54.650841,2022-01-12 15:54:54.650841,c75169f6,5b2e0f6f
4eaccfbb,2022-01-12 15:54:54.650841,2022-01-12 15:54:54.650841,f167cb53,b69953a5
b8dd74d6,2022-01-12 15:54:54.651847,2022-01-12 15:54:54.651847,9b53399f,ff6bb0be
7bee2d69,2022-01-12 15:54:54.651847,2022-01-12 15:54:54.651847,92c2ddb9,9086892c
fa8d6b99,2022-01-12 15:54:54.651847,2022-01-12 15:54:54.651847,2b66d896,b1403996
e828e2d2,2022-01-12 15:54:54.652846,2022-01-12 15:54:54.652846,aaaa9570,d6dd6ad2
4d1677a9,2022-01-12 15:54:54.652846,2022-01-12 15:54:54.652846,3d16151c,36784701
2c13c388,2022-01-12 15:54:54.652846,2022-01-14 15:54:54.652846,bf74ddb0,ba1bd3cb
8ef3a4c4,2022-01-12 15:54:54.652846,2022-01-13 15:54:54.652846,2b3d74f0,b5914cc3
9c6a447c,2022-01-12 15:54:54.653807,2022-01-12 15:54:54.653807,f7b7b7a4,3c7e1161
db61a603,2022-01-12 15:54:54.653807,2022-01-12 15:54:54.653807,8b2f1835,3594bad3
220be3e7,2022-01-12 15:54:54.653807,2022-01-13 15:54:54.653807,921c65d3,04eb5be2
18e9751f,2022-01-12 15:54:54.653807,2022-01-14 15:54:54.653807,a21e8ef0,af950dd5
43998267,2022-01-12 15:54:54.653807,2022-01-12 15:54:54.653807,cf3081ff,cc8fcedf
e320f502,2022-01-12 15:54:54.654848,2022-01-12 15:54:54.654848,bf265691,347661e4
309e28ba,2022-01-12 15:54:54.654848,2022-01-13 15:54:54.654848,22f11e90,67956d76
a7c2d630,2022-01-12 15:54:54.654848,2022-01-15 15:54:54.654848,21111a23,03ec9cea
198eb2ec,2022-01-12 15:54:54.654848,2022-01-12 15:54:54.654848,91fd2740,6aba1a68
c6db499d,2022-01-12 15:54:54.655846,2022-01-12 15:54:54.655846,489ac61f,277c5b14
c16faeae,2022-01-12 15:54:54.655846,2022-01-12 15:54:54.655846,45b9aa00,f12036a9
1d1a2fb6,2022-01-12 15:54:54.655846,2022-01-12 15:54:54.655846,bbae0d30,8dc642bb
ad1c8ae7,2022-01-12 15:54:54.656849,2022-01-14 15:54:54.656849,fe910196,705c0a2a
5b1b63e8,2022-01-12 15:54:54.656849,2022-01-12 15:54:54.656849,9409d5cd,4c16c309
5a3e04b1,2022-01-12 15:54:54.656849,2022-01-12 15:54:54.656849,0f0199a2,430c5018
e2c7551d,2022-01-12 15:54:54.657846,2022-01-13 15:54:54.657846,5c7f50f0,10ef319c
d01f67c7,2022-01-12 15:54:54.657846,2022-01-12 15:54:54.657846,5d0e7833,af3991ff
be7e0179,2022-01-12 15:54:54.657846,2022-01-12 15:54:54.657846,23708862,c55c93ac
1b0ae92b,2022-01-12 15:54:54.657846,2022-01-13 15:54:54.657846,ae85115d,493696d7
53b3b0a3,2022-01-12 15:54:54.657846,2022-01-13 15:54:54.657846,6537276b,45578afa
6a5d364d,2022-01-12 15:54:54.657846,2022-01-12 15:54:54.657846,04c639b1,cf390d10
5064d2fd,2022-01-12 15:54:54.658857,2022-01-14 15:54:54.658857,141749af,3c129e25
8b4fe3df,2022-01-12 15:54:54.658857,2022-01-12 15:54:54.658857,d79b4069,2c662b02
978c1117,2022-01-12 15:54:54.658857,2022-01-15 15:54:54.658857,35eb711b,e2f980d6
059d273d,2022-01-12 15:54:54.659846,2022-01-12 15:54:54.659846,36b002dc,36636430
8a53b679,2022-01-12 15:54:54.659846,2022-01-13 15:54:54.659846,359e3bfa,899b3a75
e2722183,2022-01-12 15:54:54.659846,2022-01-12 15:54:54.659846,1e4f8e24,dedb681c
d15aaa6f,2022-01-12 15:54:54.659846,2022-01-15 15:54:54.659846,91d7b6e5,6c90113b
f4d6358e,2022-01-12 15:54:54.660847,2022-01-14 15:54:54.660847,eca6b53b,3e00033e
74932e59,2022-01-12 15:54:54.660847,2022-01-12 15:54:54.660847,0a6dd27b,9e2edef6
35f224cc,2022-01-12 15:54:54.660847,2022-01-13 15:54:54.660847,e63e67e5,9a370c36
b961777f,2022-01-12 15:54:54.660847,2022-01-12 15:54:54.660847,a8fa1f63,6a1673fe
565c72fd,2022-01-12 15:54:54.661847,2022-01-13 15:54:54.661847,d02ad1a1,dbde540e
f4f95832,2022-01-12 15:54:54.661847,2022-01-12 15:54:54.661847,3776e08b,4b17393f
8c3d0e63,2022-01-12 15:54:54.661847,2022-01-12 15:54:54.661847,9eb0be09,8661fbeb
3002f5ca,2022-01-12 15:54:54.662847,2022-01-12 15:54:54.662847,e533de25,9c536854
da1b89c1,2022-01-12 15:54:54.662847,2022-01-16 15:54:54.662847,6f3cb07c,9b59d9af
952e2bfa,2022-01-12 15:54:54.662847,2022-01-12 15:54:54.662847,d6e55b74,96808dd6
6a6dae42,2022-01-12 15:54:54.662847,2022-01-12 15:54:54.662847,4ad4508e,9552ddb1
11bb80c9,2022-01-12 15:54:54.663846,2022-01-13 15:54:54.663846,ee1ddad0,7cbdff30
3669c144,2022-01-12 15:54:54.663846,2022-01-12 15:54:54.663846,c1ec46e2,96e06cc9
7601fb11,2022-01-12 15:54:54.663846,2022-01-12 15:54:54.663846,86a99e30,ccb02370
5a217b91,2022-01-12 15:54:54.663846,2022-01-13 15:54:54.663846,a79393c7,1da421ac
5a09037d,2022-01-12 15:54:54.663846,2022-01-12 15:54:54.663846,0800e0f4,d664ab44
c361c608,2022-01-12 15:54:54.664846,2022-01-12 15:54:54.664846,b2f5c23d,a5b3c438
e8c9acfe,2022-01-12 15:54:54.664846,2022-01-12 15:54:54.664846,1cf9afe1,d1219862
cfa922a7,2022-01-12 15:54:54.664846,2022-01-14 15:54:54.664846,23b46abd,a9e85c95
ab2c2479,2022-01-12 15:54:54.664846,2022-01-13 15:54:54.664846,b2596d46,226bbe50
e56ca371,2022-01-12 15:54:54.665849,2022-01-13 15:54:54.665849,12df5ce5,6ae340f5
f99b426c,2022-01-12 15:54:54.665849,2022-01-12 15:54:54.665849,0b992956,4f44b3be
c0898470,2022-01-12 15:54:54.665849,2022-01-12 15:54:54.665849,27b23bbd,78a5cfa2
