clm_id,amount,fraud,inc_id
1ff18c50,1600.5,False,47671761
f8bd26ec,4503.21,False,47671761
5f19263a,4949.72,False,08c13900
dcc32529,1757.98,False,08c13900
89db350b,7717.08,False,c2915f12
02b2f00b,9639.69,False,c2915f12
22805bc4,9388.45,False,c2915f12
aea7ad3f,6304.79,False,c2915f12
2460dc91,8566.67,True,c2915f12
a4cba798,1086.57,False,66086e53
e95df835,8982.57,False,224d516f
efc86b55,5744.07,False,224d516f
50157933,6051.82,False,80ac945a
3a4fbe6a,5641.86,False,80ac945a
6af2529d,1035.62,False,80ac945a
a0dc0e7e,6491.34,False,5b01b6d3
23ee01b6,125.02,False,5b01b6d3
9df17e40,2995.11,False,5b01b6d3
d5271527,4753.35,False,5b01b6d3
b51cee76,9818.28,False,e75ca24e
7229bb69,3013.7,False,45496277
3c7a9292,9257.73,False,45496277
84097dfc,9388.93,False,45496277
c2d92577,2611.65,False,7d939c27
a02bf40a,3157.22,False,2ee6920c
980bccc9,9795.14,False,2ee6920c
d6aee326,5583.82,False,35793f08
9c6ad4bd,5384.26,False,35793f08
8ab0c84c,2728.54,False,35793f08
ffc8656f,1602.9,False,88833e7b
3bc38ad7,5768.56,False,4c3d843e
6ce820a3,9157.74,False,4c3d843e
54fa9ca0,3773.57,False,4c3d843e
282ec09f,3017.73,False,0aaba7df
9ae817b5,6629.41,False,0aaba7df
87cabab4,1522.56,False,0aaba7df
d79b582c,6064.23,True,5ccd52ef
0d2cae69,7329.79,False,5ccd52ef
59d9b4ec,5499.15,False,5ccd52ef
1bcc87de,3032.98,False,5ccd52ef
83a17f69,2869.29,False,b875f5f6
fffec4ef,4955.35,False,b875f5f6
da839f6d,8460.85,False,b875f5f6
af010156,7011.44,False,5d64ef9e
05a0ff6a,4743.2,False,5d64ef9e
b06fee42,6372.47,False,5002490e
b4cd276a,459.52,False,5002490e
ef55985e,3383.12,False,5002490e
c20eb8d1,7477.67,False,95efa926
4f502414,3183.5,False,95efa926
b7d40272,1273.83,False,95efa926
d1d11247,2729.37,False,95efa926
5c4b0ca0,2375.91,False,95efa926
1813d769,2524.51,False,68859030
04bddc9b,1483.2,False,0f216b9a
71435c97,7958.68,False,0f216b9a
780c4e5f,3193.68,False,0f216b9a
4a1f2429,300.85,False,a90c24c6
2032765a,3891.68,False,e540ae0d
cbab8881,2614.91,False,e540ae0d
e9e10c52,5618.32,True,34cc514b
04a6855a,5574.2,False,34cc514b
1c23e582,9513.34,False,ec161684
cb09d0a6,1469.82,False,ec161684
c883b765,1844.46,False,14846ea1
cdf700dd,6908.27,False,14846ea1
a7ed95f5,2746.24,True,14846ea1
052e3e8f,4699.12,False,14846ea1
77e1bd67,397.15,False,50171314
15f744af,8519.99,False,50171314
96bda169,9206.32,False,50171314
436b7576,5361.26,False,50171314
ca67a002,6158.42,False,50171314
2ceacba1,5862.49,False,db3ff6ea
249cd799,3484.35,False,db3ff6ea
55c02a4b,328.66,False,3edb03ab
33c71180,739.99,False,3edb03ab
0fa17834,2971.15,False,3edb03ab
646924c0,8714.85,False,3edb03ab
9a5cd8e0,267.92,False,3edb03ab
1f4b682e,1460.9,False,92966d8c
c168a487,8218.48,False,91d38c45
b83b17e2,540.85,False,91d38c45
977bdb8f,6360.31,False,91d38c45
bd2dd07d,9498.74,False,91d38c45
3442c458,6640.91,False,6dc31ec7
221f9029,8879.74,False,6dc31ec7
9c8db024,320.03,False,6dc31ec7
fbf8ce11,424.93,False,6dc31ec7
ae0fb52c,9335.17,False,4e97f594
8e6ec158,8811.1,False,4e97f594
253c76fe,5637.48,False,4e97f594
1b720e7b,5429.64,False,4e97f594
15d0efda,3466.14,False,56055b6f
4ad9899d,4560.24,True,56055b6f
99b7e5b7,8229.43,False,56055b6f
3c252ead,3662.01,False,56055b6f
bade434d,8637.57,False,2c028fa6
93ee65ae,7602.85,False,2c028fa6
28e9155c,9071.88,False,00cd3851
38242cd3,1769.81,False,c60e78ee
8f3d021e,2154.5,False,c60e78ee
ef666e99,5905.41,False,c60e78ee
36c230b2,5065.79,False,66fc13b3
2fe4566e,3287.13,False,66fc13b3
17f2f500,6217.85,False,66fc13b3
287c3696,9699.8,False,66fc13b3
50413eea,4390.0,False,734754e8
ae50e60a,4546.35,False,734754e8
6c60e793,7101.79,False,734754e8
0b9bcff9,6317.19,False,734754e8
e8e7b15b,1639.31,False,802b8a73
6e0494d6,8691.91,False,c2d95b84
1ae14163,2521.23,False,c2d95b84
d4121662,2780.95,False,25f33dae
aa78d1d4,3338.78,False,7424ba12
462b1171,7599.13,False,bc380866
573b7107,658.93,False,bc380866
cdb6d7ae,8009.11,False,bc380866
ad437905,6041.31,False,1ff34c0f
2d2cf1dc,6014.51,False,1ff34c0f
c8bd1e83,2161.23,False,1ff34c0f
f7192f51,3475.54,False,1ff34c0f
3ee04a1c,6722.6,False,69bc7f09
2826de50,9138.15,False,69bc7f09
b2f7ca59,8503.4,False,fd9671a0
94a7e6f1,4923.48,False,fd9671a0
016f6a2d,9737.83,False,fd9671a0
fc9e493e,5632.95,False,fd9671a0
5132868c,6700.37,False,fd9671a0
ad7424ca,3181.27,False,fa8034af
7fb43b3e,734.33,False,fa8034af
10e41222,6256.58,False,fa8034af
0f26cc59,9484.74,False,fa8034af
0d89b5bc,8856.01,False,fa8034af
7e816548,2243.94,False,0f2142cd
5c221ac1,746.08,False,0f2142cd
73081715,6123.0,False,0f2142cd
35c7cf1c,3777.29,False,2ddf7143
63b41431,5653.04,False,2ddf7143
b6048e6c,6385.04,True,2ddf7143
bc1b3aa6,2401.79,False,2ddf7143
17fbde02,241.6,False,29506613
2efed12f,1116.73,False,29506613
5453015d,7577.44,False,5d7c5623
3ade2300,7743.72,False,5d7c5623
609cf215,6463.58,False,5d7c5623
25cc806b,9247.39,False,04c79cf9
2cf5caf0,9435.97,False,04c79cf9
9eb3d2e4,8937.0,False,89c41336
6412aaac,2397.96,False,89c41336
5fb35816,1581.93,False,97155117
ba5bd7f8,9380.11,False,97155117
5709c492,3534.98,False,97155117
e7624cf5,1633.26,False,97155117
86208761,2043.99,False,97155117
517c6bda,9163.64,False,40ed5119
f097adc3,8322.19,False,bf12a557
ef27aef5,616.56,False,bf12a557
9428b304,7125.92,False,bf12a557
90e32a35,504.82,False,bf12a557
4db84202,339.12,False,73c3e494
1e547b4b,3924.44,False,73c3e494
0bf2bb12,2213.54,False,73c3e494
d7b2131f,1301.6,False,c9cb61af
78ccda0e,9093.93,False,c9cb61af
908bb4b8,9784.73,False,c9cb61af
ce2e4e82,2409.4,False,c9cb61af
2ce137ee,9180.11,False,78766d10
b5cd7ae8,3647.73,False,78766d10
49567d95,6172.43,False,78766d10
d52f1f6d,3506.68,False,78766d10
08b27bb2,1270.58,False,cefa32ec
65dc5452,6823.03,True,cefa32ec
308ff6a5,3503.87,False,cefa32ec
960c38b6,6083.65,False,c0440cad
1790999d,2693.12,False,4d420c73
0374d373,3201.54,False,4d420c73
1193387b,7016.86,False,4d420c73
62b7623d,7694.54,False,4d420c73
6e86d80c,928.0,False,708e81e8
7f8b8fcf,8150.87,False,5fea9585
be7acb3b,9239.29,False,5fea9585
527cb17b,5132.26,False,4fe59cf1
131f75c8,562.14,False,4fe59cf1
f2b9957c,9433.4,False,4fe59cf1
461d1a8f,5113.92,False,4fe59cf1
f26ac651,3799.73,False,f8492486
e7bab2ff,158.54,False,022ef5b9
687cf08e,5053.21,False,022ef5b9
c0a8ae72,8390.52,False,022ef5b9
7699645a,9451.51,False,022ef5b9
c1831b3a,8330.49,False,3fdd1efe
db410d23,6537.61,False,3fdd1efe
305028e4,7594.81,False,3fdd1efe
5bd5cc5d,3315.71,False,3fdd1efe
a6e1578f,9104.9,False,3b0fe98e
15b18460,4110.73,False,3b0fe98e
cd907be5,7921.74,False,3b0fe98e
68622ca9,8669.36,False,3b0fe98e
edfb82e7,5140.67,False,96b001c1
20d9941f,6647.7,False,96b001c1
7905ca7c,7121.17,False,0dd1a70d
e5198686,7977.97,False,0dd1a70d
3da6d8a1,1811.48,False,0dd1a70d
ddb561f3,3013.02,False,0dd1a70d
44994390,9175.54,False,d8c69d97
2dfcf570,1304.57,False,d8c69d97
3376103b,9458.11,False,d8c69d97
4729e166,4193.43,False,68a2d0e1
3479fbc0,7689.87,False,68a2d0e1
e85b6fee,3191.49,False,43d3d074
9f930983,6435.8,False,43d3d074
e423986c,2489.76,True,43d3d074
e32c8253,5693.87,False,43d3d074
bd54661e,3178.24,False,77b98d12
707a2c00,1838.08,False,77b98d12
a01a1d1b,6888.98,False,eb548d8c
491c8908,1685.73,False,b5affce0
f927b49a,6726.2,False,b5affce0
ee7cf2c8,7393.33,False,b5affce0
88f8173a,710.39,False,0cc9ed8b
9cdf78bb,6926.97,False,0cc9ed8b
f4ff2364,6179.37,False,0cc9ed8b
084ae026,4705.53,False,907ba3cb
84c2cb80,7439.5,False,91a88a20
9cc21487,6818.37,False,91a88a20
46ca9d15,9508.61,False,44a5c55d
fd83a699,8693.41,False,44a5c55d
9cc59978,5553.54,False,23604466
9ffa2b4a,7534.47,False,23604466
a5ebaff5,1379.69,False,171bfe2a
f03fe0f8,6028.32,False,171bfe2a
fbfb90a1,3698.67,False,1da3477d
ac6d928b,4673.5,False,1da3477d
3fac39d4,9668.55,False,1da3477d
d6a67b43,6400.43,False,a9090f8d
0ee73d90,5964.4,False,a9090f8d
1a09b852,5967.64,False,a9090f8d
9b7e8945,2272.24,False,febaf036
b901ddb7,7458.86,False,febaf036
30096643,4415.03,False,febaf036
ea357177,6663.31,False,febaf036
5b11cbf1,3116.43,False,febaf036
8f740fee,4860.83,False,17b96bf6
fac82caf,9339.71,False,17b96bf6
bd372fc4,6783.92,False,17b96bf6
4f8b07ec,9576.05,False,17b96bf6
155164c1,5469.53,False,17b96bf6
b699b4b8,847.03,True,2412d4a9
4bbf4140,4248.41,False,4c3459f6
77543aa3,9786.62,False,4c3459f6
cec9022c,8374.02,False,bb6747f8
22426482,8068.12,False,d89078cd
838aeef5,8628.88,False,d89078cd
5ab65c28,9871.53,False,d89078cd
bc0a763e,4175.11,False,6b51b553
aadb4af3,9717.76,False,6b51b553
e09f4c40,4435.81,False,6b51b553
b6528def,3107.54,False,6b51b553
7e1ca920,6772.19,False,6b51b553
ef4b6b8b,1464.76,False,19de1c6b
740d8cbd,3907.58,False,19de1c6b
54b3eae7,3956.23,False,477d7d3c
dcfeadd5,3330.15,True,a66da7b4
c0e9341a,9009.11,False,b4c67cac
8ab2c796,3635.28,False,b4c67cac
5b649bdb,9812.08,False,b4c67cac
a4d62df4,2670.31,False,c3848fcf
b8447b49,6893.74,False,c3848fcf
c65271b2,5296.88,False,c3848fcf
97b4dcb9,1705.08,False,c3848fcf
c03b886e,3188.67,False,c3848fcf
958a7ccd,197.66,False,0fe8ae0f
facf2e61,8822.08,False,0fe8ae0f
a046ec5c,6701.93,False,0fe8ae0f
8c8a9bcc,6567.94,False,0fe8ae0f
912d34f6,2502.92,False,0fe8ae0f
26cfb566,2653.52,False,a00df122
c9a76e05,4032.49,False,a00df122
2cf65364,3965.04,False,e11136f9
1bfd51eb,2161.69,False,e11136f9
a033dd48,5932.9,False,e11136f9
aff9d1b9,3686.05,False,e11136f9
7e7cb27e,5450.37,False,fd48ae4a
defa7e3f,7491.63,False,fd48ae4a
ed34f722,409.82,False,fd48ae4a
524b866b,655.61,False,fd48ae4a
64385021,6682.93,False,fd48ae4a
8b9beaad,7942.47,False,912fb1e1
8515b5ae,3099.1,False,912fb1e1
d7c39743,1679.7,False,912fb1e1
89ef4f81,8357.78,False,9df401e7
bee96900,496.43,False,9df401e7
5ff53f28,8437.17,False,9df401e7
b05f698b,783.73,False,22dd7b31
653813ed,634.8,False,39b9e6c0
c49b857a,9772.56,False,39b9e6c0
ef804ea1,9144.73,False,39b9e6c0
f34484ed,5299.04,False,39b9e6c0
3263ce8a,3169.33,False,39b9e6c0
083593bb,6129.75,False,ea49524b
77e81a43,4254.65,False,5885b986
2af091be,8079.33,False,5885b986
b39ffb61,1622.15,False,5885b986
9e088805,3192.11,False,024b7d98
425cb3d7,5168.92,False,024b7d98
fe403c7a,7683.49,False,024b7d98
9582eca1,8608.99,True,024b7d98
40e17234,3879.08,False,024b7d98
898a8b96,1917.98,False,25bb5ef7
9cc49cd0,6398.17,False,25bb5ef7
f9f8ab78,5218.54,False,25bb5ef7
7a084b5b,1341.44,False,fe14c331
474b6d9f,9132.24,False,fe14c331
ffcf1121,6761.75,False,fe14c331
466c09df,8997.31,False,fe14c331
9ea346ca,5336.62,False,fe14c331
9e8467bb,6519.17,False,4aa1e884
4bc1bf77,5197.24,False,4aa1e884
8934e1cf,2453.35,False,4aa1e884
c735218d,5963.94,False,4aa1e884
30d0971b,6612.59,False,4aa1e884
56e55ce0,4867.27,False,3de29067
379f309c,7083.17,False,3de29067
13f9e195,2767.01,False,3de29067
aef4568f,7572.26,False,3de29067
5dc492ce,5952.27,False,6f0301f9
155b8b58,4525.74,False,6f0301f9
540adfda,7639.55,False,6f0301f9
17582d20,246.12,False,5d479118
ecbec506,6991.47,False,5d479118
a5d23c18,9243.65,False,5d479118
8c3bdaf9,673.98,False,5d479118
d025a5bf,7739.08,False,5d479118
c3359e99,4831.87,False,8fa5521a
7f0651f1,4852.08,False,8fa5521a
545c8f41,3482.27,False,8fa5521a
a7deefc7,4279.74,False,8fa5521a
405410ba,7271.38,False,9070c8d3
4de7ef96,6639.72,False,9070c8d3
6a9b7026,6345.66,False,9070c8d3
ac702362,3120.07,False,2d93d967
1e137105,7831.57,False,2d93d967
039b76cd,7977.36,False,2d93d967
70af5b4c,2340.91,False,2d93d967
02b3ad0a,3562.31,False,0fe0578f
bfac8d29,2278.95,False,0fe0578f
ad9d1abc,758.69,False,0fe0578f
eca41e45,985.59,False,c8508ada
11e8e8f2,8733.48,False,c8508ada
74a30561,5952.78,False,c8508ada
6de809f6,1670.01,False,c8508ada
d093a021,8982.98,False,c8508ada
ae7c8ee2,6642.99,False,bea8770e
f3f0bf07,9342.4,False,bea8770e
26d8d8b6,4881.02,False,bea8770e
da01a2a6,1473.65,False,bea8770e
c309a722,793.83,False,59d01a0a
a3119b98,5208.63,False,59d01a0a
1b4a99e9,2832.35,False,59d01a0a
44696cc5,225.4,False,59d01a0a
4bd44cd3,5320.16,False,88faec1f
97834055,840.16,False,88faec1f
15e43efc,5921.81,False,88faec1f
e6e7dae4,6895.97,False,023f6aca
f0efb897,7462.01,False,62f26fe8
49f1227e,7821.72,False,62f26fe8
aa7f9d2e,753.4,False,39fdb693
9c84c11b,1877.35,False,39fdb693
47aa642c,3804.0,False,39fdb693
4fcd2444,4041.26,False,51f8e0c4
09c38d1b,7298.84,False,51f8e0c4
38ae8f4e,656.45,False,51f8e0c4
dab7872b,2292.26,False,51f8e0c4
863649fb,7987.79,False,51f8e0c4
0df37467,5321.42,False,cf22747f
a3f98da8,8110.46,False,cf22747f
cacb2478,4830.71,False,cf22747f
fcca48d0,3348.75,False,cf22747f
12989f86,5397.73,False,8e50f17c
53c40d38,4523.49,False,8e50f17c
d177adff,4016.25,False,3b763de1
0e9fba94,1545.22,False,3b763de1
eecc2eef,2132.87,True,3b763de1
703f7cb6,2301.81,False,3b763de1
155ef2b9,6572.76,False,3b763de1
252998b2,4869.55,False,dca9c9dd
befb586c,6194.98,False,67892682
444c270b,6196.9,False,67892682
61fbd169,5132.64,False,6d97189b
3ff3bbf2,4951.69,False,6d97189b
498df3d0,5844.0,False,6d97189b
a87a78a4,8609.84,False,ae7a60c8
6d679612,5427.27,False,ae7a60c8
76c01dbe,8286.74,False,ae7a60c8
d3e6b4a2,4571.9,False,ae7a60c8
067ba3c9,2303.95,False,ae7a60c8
1bcf5b99,8794.33,False,06dc2a9a
10238de0,2060.01,False,06dc2a9a
3a632ccf,7444.76,False,cc7771eb
bd041a29,3084.15,False,cc7771eb
a9d2b428,7803.21,False,cc7771eb
5ec54699,4213.04,False,cc7771eb
92fd36b8,4752.93,False,c63c82a0
1db5e8cd,1773.75,False,c63c82a0
1d33472e,9174.48,False,c63c82a0
043ad218,6086.49,True,c63c82a0
0ed6a136,4342.32,False,7b5f7776
0a1925a6,6280.39,False,7b5f7776
42791741,7538.66,False,c28a3a48
e3775059,3185.62,False,c28a3a48
3c45a149,7176.12,False,c28a3a48
d6cd48be,2282.28,False,197a7ae1
06d142d9,4521.77,False,e3579cd0
2a46b7fa,1255.94,False,e3579cd0
b3fb4609,4038.95,False,e3579cd0
d8b6026c,8735.13,False,60617382
23bc9b38,9689.82,False,1ce9a9d9
239e36ce,2292.01,False,1ce9a9d9
f1475e13,1806.63,False,1ce9a9d9
b9d2fdab,9640.52,False,dc5a630a
07d98751,5797.93,False,dc5a630a
5400fafb,3094.22,False,20bfda0a
83d26639,6372.9,False,20bfda0a
84e918ac,5890.15,False,20bfda0a
112c2b31,5130.04,False,20bfda0a
cfe14ccb,227.83,False,969717c1
0af8f779,5361.79,False,969717c1
e60be74a,8633.58,False,75c63bd7
f3cede57,5537.57,False,75c63bd7
3da52559,2947.56,False,273d40f9
3f483ca9,4972.55,False,273d40f9
9334cbb1,7471.36,False,273d40f9
20371415,7995.87,False,273d40f9
82aa1f95,7596.78,False,273d40f9
bc79edec,6882.94,False,bef3b0f7
a97f524d,6481.51,False,bef3b0f7
37207b83,1911.9,False,f7ac5874
ce39392a,9260.71,False,f7ac5874
a21a6a8f,2594.14,False,f7ac5874
2b1d6d29,7370.4,False,f7ac5874
bf9921f3,8570.6,False,f7ac5874
0cacc67d,6880.64,False,ca360b96
f45267d2,8936.04,False,ca360b96
be6f22ef,2286.72,False,814e27da
ee10bcc4,3853.3,False,814e27da
d8043b80,7781.3,False,0ed79ac5
0465bcec,7362.04,False,7b045f03
22464397,479.65,False,7b045f03
5f6bef6a,7900.7,False,7b045f03
ac27c161,2229.79,False,479cde8a
900c47dd,841.91,False,479cde8a
ee3c6038,3530.38,False,479cde8a
ad9c9ff5,5327.43,False,479cde8a
879d8d2c,7117.89,False,479cde8a
c8d33ee7,3454.94,False,2290797c
ccbfadd8,6455.7,False,4066e23b
6d1e4124,3868.54,False,4066e23b
1aba2622,4468.53,False,4066e23b
602e8a32,9147.69,False,969d81ce
00cafade,9396.41,False,969d81ce
ae6b9d5e,3926.84,False,969d81ce
37bc2156,785.9,False,969d81ce
5365718e,8280.76,False,db821173
c454213f,4928.26,False,db821173
c460bd26,9236.77,False,db821173
8a34ac57,6115.29,False,e7e939ad
3f7559f7,1951.09,False,e7e939ad
7569230d,5030.83,False,e7e939ad
95bd5a0f,7077.07,False,e7e939ad
a137f965,3538.81,False,48fe4ae6
b5fe5547,6195.35,False,48fe4ae6
9bb3831c,787.31,False,48fe4ae6
54c1e7fb,5770.0,False,b0b0510b
1c5229f8,5588.06,False,b0b0510b
20e6960a,8671.94,False,b0b0510b
0d733ab4,8630.02,False,b0b0510b
422deae8,6394.61,False,b0b0510b
f5e86437,5222.08,False,5db4b516
eeafe49b,7907.25,False,aa59105a
c179be5a,1792.61,False,20e23914
424b6119,1350.05,False,20e23914
4537017c,9775.99,False,20e23914
d382df81,4409.2,False,20e23914
01f18937,9283.22,False,20e23914
0207dd95,3679.35,False,e23e1c72
508f0e9b,3956.8,False,012fe257
505cdcdd,6748.0,False,d7896406
bf6d2724,548.43,True,d7896406
8b3a34e5,980.06,False,d7896406
4bba7794,6468.05,False,d7896406
b38a9533,2003.78,False,9626255f
b7a2635e,3445.33,False,b308b342
bd25c6e0,4331.93,False,d1c25b58
8df21c42,3577.65,False,d1c25b58
05737b23,104.97,False,d1c25b58
fc78ecb6,2749.24,False,d1c25b58
b3e844b1,5443.65,False,d1c25b58
65c4bd72,4592.93,False,e20e0887
c5c3f3b9,3427.9,False,e20e0887
b973baca,3425.42,False,4eaccfbb
4e826be5,9674.1,False,4eaccfbb
72de2196,3735.75,False,4eaccfbb
51c66c03,3591.47,False,4eaccfbb
1d55e969,9863.19,False,b8dd74d6
5d640e1c,4308.5,False,b8dd74d6
0e0d3c8e,1017.5,False,b8dd74d6
88dd1ac9,7872.57,False,b8dd74d6
eccc7667,8718.83,False,7bee2d69
e1de4cd0,6124.37,False,7bee2d69
af3b9576,2508.09,False,fa8d6b99
0fa59ba5,3432.73,False,fa8d6b99
f755203e,5933.46,False,fa8d6b99
40aee413,4019.0,False,e828e2d2
e6fbff22,6961.21,False,e828e2d2
4a2e1e56,7477.99,False,e828e2d2
a4a783c6,6548.66,False,e828e2d2
c2b74798,6252.27,False,e828e2d2
e325aabc,1913.23,False,4d1677a9
97d7162d,9353.79,False,4d1677a9
7955efc3,1235.17,False,4d1677a9
ddbc4dcc,156.64,False,2c13c388
c0826877,8981.67,False,2c13c388
a3681e8d,395.44,False,2c13c388
44540e10,8204.16,False,2c13c388
3e2a4cdd,629.92,False,2c13c388
e4d55fbb,1034.66,False,8ef3a4c4
7118615e,3051.9,False,9c6a447c
3bb8555f,6118.22,False,9c6a447c
226f28d6,6789.52,False,9c6a447c
c4fa857b,8674.3,False,9c6a447c
6b537018,5692.04,False,9c6a447c
8ad2e924,947.44,False,db61a603
f5dd107e,9072.53,False,db61a603
b3669a6a,2297.3,False,db61a603
26b9a8d9,8272.4,False,220be3e7
f2ae9bbb,6041.34,False,18e9751f
d2a16222,5375.24,False,43998267
161710bd,9797.5,False,43998267
a32ccb8e,4034.53,False,43998267
f4201246,6525.66,False,43998267
764df420,3280.31,False,e320f502
e13e7136,7356.19,False,e320f502
aa4b96a3,7874.51,False,e320f502
8cdd03ca,2054.23,False,309e28ba
b2746d69,2158.8,False,309e28ba
3aa41fcd,4125.38,False,a7c2d630
b2602f54,2039.57,False,a7c2d630
8270b600,4912.62,False,a7c2d630
13cb9bfa,3371.48,False,a7c2d630
61c22a30,9743.82,False,198eb2ec
6aac722b,6097.13,False,198eb2ec
0eb10248,848.21,False,198eb2ec
18160ebf,5188.33,False,198eb2ec
8db4b630,8569.27,False,198eb2ec
a3d3fcba,281.98,False,c6db499d
40de0894,4190.18,False,c6db499d
4659a204,4648.15,False,c6db499d
ac037ac3,6587.49,False,c6db499d
421c828e,2798.18,False,c6db499d
2507d532,6393.07,False,c16faeae
b8b00f08,9053.68,False,c16faeae
075f101b,6021.41,False,c16faeae
96f85940,613.7,False,c16faeae
d31ba3ca,7984.15,False,c16faeae
da6bcc8f,585.63,False,1d1a2fb6
1f19a742,2081.05,False,1d1a2fb6
e26bae26,3738.16,False,ad1c8ae7
52514f47,240.2,False,ad1c8ae7
8a294599,8892.9,False,ad1c8ae7
ad401e2d,2060.09,False,ad1c8ae7
98a88eb1,3401.53,False,ad1c8ae7
84d9a006,3975.59,False,5b1b63e8
c021d1f6,734.68,False,5b1b63e8
916c35e9,8143.95,False,5b1b63e8
af07265a,8206.52,False,5b1b63e8
e08ae5f8,6959.86,False,5a3e04b1
04a5240a,1440.92,False,5a3e04b1
bd375847,3129.79,False,5a3e04b1
6f666195,5883.64,False,5a3e04b1
f8d99ae4,9078.63,False,e2c7551d
f6f90727,1800.41,False,e2c7551d
9810d816,3250.75,False,e2c7551d
1da5db7e,8473.43,False,d01f67c7
