pay_id,amount,clm_id,payer_id,payee_id
f24aeab8,4.55,f3879b62,49fedf32,52698ed2
ee5def19,344.6,aa80a114,efb7a7b4,b90f8320
d4d46276,5374.18,545ff8f4,ddfe7f87,d208a641
92b23c01,3445.94,3a6db0bb,789f6e48,d208a641
d89147e9,1050.42,d7803ff4,789f6e48,d208a641
12bc04e9,1567.81,47e247b4,ddfe7f87,d208a641
f1e3b4fb,3488.45,767e0ff5,25749aa4,16a80ef6
23f0cee7,3769.22,7a5923f3,b2bbb0f8,bcf720a5
163f5e7b,7410.54,76f91849,59827889,bcf720a5
c1c93c37,3101.43,a80ffaca,b2bbb0f8,bcf720a5
c8318367,985.13,3a8a005b,59827889,bcf720a5
d590f85a,294.88,52e1c957,555c3a37,3cc6f9db
45aceb9b,4946.88,298846a9,555c3a37,3cc6f9db
5d0261d2,5163.69,e58a479a,555c3a37,3cc6f9db
f09b4bc5,3378.51,29f7c2f0,555c3a37,3cc6f9db
b661de23,1080.6,2a5674ee,39eca807,ad0cbb3c
f2dc7c88,5401.11,62f7624f,39eca807,ad0cbb3c
54f4e75b,6804.63,29312e8a,414390d1,ad0cbb3c
5f86e9c3,751.04,1e6078a1,39eca807,857e365f
aeca76e2,4608.51,d3da6af5,39eca807,857e365f
0ce5b27f,4172.67,7a1dea37,414390d1,857e365f
583be7de,5507.05,ef481e03,39eca807,ea948a6e
2856c83f,2940.75,9d910973,39eca807,ea948a6e
3b5a79ff,4360.76,e145a8a6,414390d1,ea948a6e
6cc11c1d,919.62,f1eaa804,39eca807,ea948a6e
7b8fd433,5077.21,8062a892,39eca807,df357851
c4a175cf,9915.93,129db412,414390d1,df357851
fdd63ae6,9809.3,c3d3320f,2881a8a9,9aeebd85
55a8845b,3413.42,cf2ae12d,2881a8a9,9aeebd85
28c20e51,4061.45,806fba34,f4dd05d5,f0622e59
f5a7e013,5317.43,1ee7dafb,f4dd05d5,f0622e59
c2edea55,2348.52,dcb5bae5,f4dd05d5,f0622e59
3dbb62a4,7406.83,0fe6d1c0,bcd3255a,49c94aa5
f69ee7c8,1430.94,13e38821,b66b6b0b,2d0d86c6
4c779145,1742.02,af61887f,39eca807,cf5c308b
1d525617,8938.63,5247de60,39eca807,cf5c308b
efa9d857,7803.63,cc22b768,414390d1,e58d41c7
fafe0263,6374.22,6ab07ed2,b89bfcbc,1156dffe
e19f2f19,2043.34,e85d322d,72f60d4c,c2ac1087
1a233919,6525,e8553f3a,4111a194,c2ac1087
d4dce27f,2099.56,1a784199,6bd0170f,3dadba5b
2bdfe8d1,2110.96,049681f1,a041d5d9,34aeec81
4d217d56,459.91,8114e0a2,a041d5d9,34aeec81
cf283f4a,1597.78,c12578a1,ecbd448b,31c9ebb2
65a1b86d,4326.52,6c52cca3,a49778e2,9142b33e
cecbf213,3470.11,2a345042,9b46f9cb,9142b33e
79e1c5cb,2788.02,1c24840c,15acfa13,9142b33e
3e23f89c,131.88,d975021e,15acfa13,9142b33e
f088ef62,5360.26,62981225,5a019401,bd189d57
3393dee3,1223.64,b32190ea,5a019401,bd189d57
fe2ac8fc,387.64,a49eed17,1396bc90,cd849403
d4c3c803,7630.91,4a343cab,66be149c,3719b2e1
77844ea8,4841.11,83b470f4,a943ccd2,5027d27b
ef41825c,824.57,c3e32aeb,a943ccd2,5027d27b
0783db23,2759.39,bc7b16b4,a943ccd2,5027d27b
cb301ede,7737.32,431c13fc,a943ccd2,5027d27b
372f00f8,6736.45,3fcaad6c,a943ccd2,5027d27b
96c95543,8483.7,983a47a1,a018e667,f31564a2
235a868b,4279.44,a70339b3,a018e667,f31564a2
de2a550c,503.33,fb23f0b9,a018e667,f31564a2
89eb7fc6,3360.81,3b0494d6,39eca807,1baa929d
3cd21034,5192.7,1463ea0b,39eca807,1baa929d
f6329347,3217.38,a45c0159,414390d1,22b5df97
47917b6f,4523.57,5f2728be,044d02af,22b5df97
be7f7b88,3925.4,16f59705,a792b2b4,22b5df97
bafa8b13,1614.47,ba8d0427,7977d576,80baf7e3
7289fc45,297.86,5bea8291,7977d576,80baf7e3
d93f0c81,3372.5,113e7ad2,39eca807,871f55ff
a2338ed8,8051.73,e2e88aef,39eca807,9de93016
1f3d4311,8276.2,65c9381b,414390d1,9de93016
7b8e9ab2,3401.39,0f014fe9,dc01d5dc,9de93016
a91a1eb0,5590.41,ccd9db17,39eca807,6862dc24
8ec43ad1,8370.56,90239620,39eca807,6862dc24
26c284b0,4896.12,8a68bb16,414390d1,bc135d4f
6643161d,5794.91,865f8461,39eca807,bc135d4f
90992a22,960.99,6511b88e,39eca807,bc135d4f
9429e570,5068.76,c6d728a8,414390d1,bc135d4f
97117187,1024.22,6ec8c7b5,39eca807,5d4609ba
67b34643,5430.33,12488c4b,39eca807,5d4609ba
72b06cf0,3024.05,3334f332,414390d1,5d4609ba
71a9f9cb,5820.1,32965edc,133894b3,883c5d75
35608560,1281.02,3ef79cfd,133894b3,883c5d75
c8704dd3,7505.11,1a6acc9f,133894b3,883c5d75
3cabde28,1581.12,4fc66d7f,133894b3,883c5d75
8ece21e3,116.36,90324d8b,39eca807,42e4c7fa
98954760,4769.93,867ee596,39eca807,fc3aea28
e36ba801,1184.78,301371f5,414390d1,fc3aea28
0c092fd6,9791.41,582b37aa,39eca807,fc3aea28
a5006c01,3267.77,5727e1d4,39eca807,05e21004
dd26e806,9738.09,59ee3365,414390d1,d5eda5df
0b697047,1754.17,6ac0f715,5734c700,d5eda5df
d84b9009,1889.84,36eb89a1,5734c700,d5eda5df
8aa0df93,4528.28,57b92b18,8cbba760,47196e1f
16e531b2,8406.22,1c08c694,8cbba760,47196e1f
5c3bef3f,3940.16,63e0f4d3,8cbba760,47196e1f
81b850cd,1626.01,6cdc8f49,1c617213,7294fd7e
f94ec420,89.6,9e3625cd,1c617213,7294fd7e
712bb571,5136.43,e6139fc4,1c617213,7294fd7e
403493d6,3183.99,fdef7093,39eca807,b908b868
c009bf1d,5702.51,894d98fc,39eca807,a82c84ab
548f3059,9118.38,e9ec41a2,414390d1,a82c84ab
5c071123,1814.45,5c72e99c,39eca807,a82c84ab
6dcc6b76,1702.13,27c2c0af,39eca807,2cd71057
22c78511,2673.83,0ea601f2,414390d1,2cd71057
847b2c45,6968.22,7bd03aad,48c4955c,2cd71057
3c5a4840,2173.96,a2bbfbff,f337fae4,2cd71057
cbcf6175,6430.49,5ec1b24b,9caca565,dcdcb839
9326c093,2953.95,6b4769d4,9edcf3a9,dcdcb839
9201b131,1196.18,be213359,9caca565,dcdcb839
90a0a545,318.13,28b72190,9caca565,dcdcb839
e6fb666f,7896.07,d777a69a,39eca807,dbf04e52
e057779c,46.38,ea187a05,39eca807,dbf04e52
c9dd4a99,3717.8,0899cf92,414390d1,dbf04e52
afe3e1a5,3692.18,a69979ac,53fad41f,34d2573b
79812f20,3865.4,4f8c7e4b,c7a51100,55f818bb
7ca0165e,3491.89,2ecc0dc4,c7a51100,55f818bb
10934756,1888.06,116299ab,8c96a4be,55f818bb
db13fa0a,1334.33,3fd516bb,4eb683a4,55f818bb
3ea6ce1f,469.61,1aa940ff,c7a51100,55f818bb
a1920acc,279.72,b5bf56ad,39eca807,ab1e6794
5cedde52,2192.49,1c5a40c3,39eca807,ab1e6794
67d88d42,339.38,87d4778e,414390d1,ab1e6794
2eeae2cc,2507.21,5076cb14,39eca807,ab1e6794
799ab196,7258.29,cfb16e41,39eca807,f712dd58
3ff19809,221.93,d77d3995,414390d1,aa6c91ff
d9089be0,7294.37,7f5cc442,26641c98,aa6c91ff
5b54c5ab,4117.7,4f6c48d4,24b6e94e,9ecd485b
70b0cc2c,266.15,19fdea4c,39eca807,b1894a99
9a71671b,8587.37,657f6f36,39eca807,b1894a99
177d33cc,5290.48,56b5817b,414390d1,b1894a99
99fdc072,609.5,2c74e185,84bb28b3,a8e050d3
1db0bcfb,2218.08,8cd05768,84bb28b3,a8e050d3
c6336c9a,2073.28,21345801,f747c8db,a8e050d3
a1f57659,2696.46,894157ad,f747c8db,a8e050d3
246acdca,1544.67,b86891da,84bb28b3,a8e050d3
fa0d3d09,9004.18,69229a92,84bb28b3,2690d44b
f92e7bea,1319.79,19b8e5d9,f747c8db,2690d44b
db1be4c8,3160.29,ec7388ba,f747c8db,2690d44b
540eb051,408.84,134b9c64,6e2e4867,2690d44b
a782b7d8,2889.04,27cdd9ae,84bb28b3,d582c599
ad4fadcd,8751.45,100e5520,84bb28b3,d582c599
171c19e4,6228.54,82d5231a,f747c8db,d582c599
e08d44d8,2227.34,e2975cc7,f747c8db,d582c599
0b6651b9,8039.41,29fdcaa0,cce5b7d8,9e313468
f8bf3bee,7485.38,1f281b34,84bb28b3,d56deb31
d9e57171,5643.26,83f0ee2e,84bb28b3,d56deb31
7899b8e1,2474.37,823fd7ed,f747c8db,d56deb31
64a3b21b,8246.83,26ae4b97,f747c8db,d56deb31
9794f9f5,1145.13,997cc3b2,783b3494,aa98669f
f56e200c,3116.9,38456c46,3873a455,aa98669f
5efd6370,2398.36,94557346,3873a455,aa98669f
7705e07c,4175.14,0c692c0f,3873a455,aa98669f
34cb2641,1690.68,4728702d,2fd184fc,d0f7285a
6816a183,5009.16,cc90d356,2fd184fc,d0f7285a
5975f31f,4467.32,79ac6b43,2fd184fc,d0f7285a
a65cf94a,9463.76,555ecd99,2fd184fc,d0f7285a
e17f8a2d,9608.36,eb923da5,84bb28b3,d8bc8c61
c5ded844,4235.92,b60a882c,84bb28b3,d8bc8c61
fcab6dc4,4940.53,d5d89551,f747c8db,d8bc8c61
66ca24e6,6242.37,bbc210fd,f747c8db,971cd450
e2c9dfdb,4898.6,eda8c427,af2ae97a,971cd450
463692af,6382.13,f61465f2,84bb28b3,240c14be
1d6f2338,5963.99,65c21371,84bb28b3,240c14be
831195dd,4882.29,68ee6f79,f747c8db,240c14be
59b99695,2718.35,2d7e50ea,f747c8db,761dfda6
c818e96a,7362.05,fe682fe3,66828431,35703c94
505c85e1,943.67,f17af6c9,66828431,35703c94
17d53709,731.28,cdc79e27,66828431,35703c94
5d03458b,4799.72,6075613f,9b725bf7,c78016cd
7dcd0272,585.29,16355546,9b725bf7,c78016cd
29cce002,3731.75,4dbe74eb,9b725bf7,c78016cd
12f9afb6,1820.55,ef1c73d4,40fcf151,d53179f4
03b59127,2886.54,6de8d60b,40fcf151,d53179f4
c3c3fd9c,6745.41,6ace7a14,84bb28b3,efb7a7b4
89191eee,8690.06,e23b2226,84bb28b3,efb7a7b4
bbda5213,2236.16,fc229252,f747c8db,efb7a7b4
4296f9ae,2750.59,0beb50f3,f747c8db,058aab59
e5543592,5843.58,112321bf,84bb28b3,058aab59
c838b9c6,3228.84,f77f46a5,84bb28b3,d0f7285a
1fb278b3,1505.28,58caead1,f747c8db,d0f7285a
398ff093,8321.47,9a024669,f747c8db,32426574
f6c83c09,1220.09,bbab2ec9,b934a2e7,f0e47988
5a55f05e,324.5,dfb8ba29,b934a2e7,f0e47988
91ebc24b,305.39,9044a532,c2c7f1a6,f0e47988
f22a8cec,2991.63,aca66514,3917d743,bc7c5ff9
3386fe8e,2397.87,c96b18df,5a20ed4a,bc7c5ff9
8589c278,3803.28,1894108f,0d9d4106,bc7c5ff9
81de7108,2186.29,0b4dac2e,0d9d4106,bc7c5ff9
43c32075,8016.2,3fca1264,0d9d4106,bc7c5ff9
52a388a5,6202.03,7e12ab7f,16f57302,96a66695
37526849,1303.03,4d9bb3ec,16f57302,96a66695
5f64f2a7,742.27,d399faa7,16f57302,96a66695
9748fdeb,195.67,c518c3b3,16f57302,96a66695
914f1caf,2220.26,c6a93652,2881a8a9,8ed39be0
e16c8422,1460.63,4550dd15,bc135d4f,8ed39be0
c3323d15,4699.18,a67c8959,debcb6d2,d208a641
3cda7eb4,8885.86,e0861795,debcb6d2,d208a641
2f916b8d,9142.16,c928ec09,debcb6d2,d208a641
201ef0b5,3091.43,8c4d168c,8692b272,2215b3b3
4a53e310,1790.46,84c6bd24,8692b272,2215b3b3
6ee80cf9,9657.07,b90b7ebe,8692b272,2215b3b3
80f8ce22,1809.99,d2d94173,be48af79,3fe81b4c
1636ac71,9411.11,bb0e381a,84bb28b3,6ca6da54
436788eb,4154.39,af0b2fa3,84bb28b3,df357851
a5795c55,135.46,7cc892d1,f747c8db,df357851
7da1dcc8,1862.24,322a1301,f747c8db,85f3f9d4
e8749ec5,1502.45,66d22d89,84bb28b3,85f3f9d4
ed1db393,762.01,174d2146,f747c8db,303c6066
feecdf06,713,2ef3caa3,f747c8db,b94cd12f
a174141f,1961.93,d147c411,ab915f36,b94cd12f
8636ad5a,2748.17,ddc4a580,ab915f36,b94cd12f
097685c6,1780.35,6d4d4380,84bb28b3,8c3bd162
bd739565,1107.41,85fb0ffe,84bb28b3,8c3bd162
ec22115b,5754.21,b2195fec,f747c8db,8c3bd162
823423a5,6137.76,6a47fe4f,f747c8db,8c3bd162
cd2d614d,4041.3,9e6d5bff,031d0689,6fe22b85
ee250a34,5302.44,c30b92b4,84bb28b3,a271fdf5
eda0e92b,1459.54,8f961f93,84bb28b3,a271fdf5
843e00f4,6929.13,29c5efc9,f747c8db,b4fe4b6b
635aaa73,1368,ad6a5b63,f747c8db,b4fe4b6b
df0dee33,1608.34,4fe91911,9c1fd5e1,b4fe4b6b
2acee628,3621.81,8aac1a40,9c1fd5e1,b4fe4b6b
1be22823,4420.01,ff03fa6b,f9268b8b,8fea8d99
32628592,1105.46,0f663d57,f9268b8b,8fea8d99
8fc53671,8308.31,2da58fd5,070e7f81,bb4b4506
6016879c,9650.94,82d48c32,df3cea3e,bb4b4506
76a9f726,3132.55,fb848387,df3cea3e,bb4b4506
532bbef8,1688.46,03972fbe,8c7bc015,bb4b4506
6d543d63,772.28,5e94fde7,2b5d3386,0756e41f
b3538422,3163.09,c26d9cb4,2b5d3386,0756e41f
920a7d1a,3238.65,b471e7d2,5c030bdd,bb8a3f94
4daccaed,8510.92,368c5b47,84bb28b3,076dbbf1
90d0eab5,1450.71,ac610615,84bb28b3,076dbbf1
4ad60ece,4269.94,9590b7a0,f747c8db,076dbbf1
26279904,1802.32,6f161d32,f747c8db,076dbbf1
8b6fde51,54.16,5357d3df,84bb28b3,b908b868
46b518dc,4300.25,0d37a5cb,84bb28b3,b908b868
30fe09d6,8500.83,427b1aac,f747c8db,2d922527
1dddeb55,3400.52,9afa7539,f747c8db,2d922527
b9ce3687,8316.4,65eead85,8c4f87f9,2d922527
961b8a15,523.84,d2a5ee38,b908b868,43f65b17
b65e8bca,139.4,2495c772,b908b868,43f65b17
815009ec,534.19,082655c1,f6cb38c1,43f65b17
1ff9287e,9603.59,b3328666,221faacd,d0f7285a
70fb2068,6570.62,4d978d76,221faacd,d0f7285a
7bc5cb82,8900.54,666be7df,221faacd,d0f7285a
5a55b031,1556.99,afb08265,221faacd,d0f7285a
9e656fbc,8268.84,93b721bc,221faacd,d0f7285a
baa1e317,470.21,0be98e2d,055a3f00,9a4c2227
3be1b3d8,1263.52,5cc2f3f6,055a3f00,9a4c2227
348f1129,1561.1,7342c13e,f5d6f879,efc8b104
eb4751b6,1809.72,9099f380,f5d6f879,efc8b104
99058224,4408.96,f74ab1d3,84bb28b3,9c3a63f8
37605240,422.78,2011f2e0,84bb28b3,02567d2b
b1b3842f,2823.59,9ae8f695,f747c8db,02567d2b
5ca53355,2122.9,a0197c20,f747c8db,02567d2b
53fdc479,2703.49,3a8f5348,facb9e8e,a94a29d3
4f15b52f,1606.4,ef69cd63,e58908ad,71c7f380
403a5848,3142.48,7b6489ae,e58908ad,71c7f380
090b4bb3,6550.79,8ee25c3a,84bb28b3,4feedf3e
70f4e745,824.06,efe82a7d,84bb28b3,4feedf3e
1cbf16c8,437.34,8195cfa8,f747c8db,4feedf3e
3f286b0c,1502.61,fd890708,f747c8db,4feedf3e
2c98954e,2183.73,4bb2d025,fc3aea28,db28c396
1735cae2,720.21,01d2fbba,fc3aea28,db28c396
3a6524b1,1030.93,ccf07ad1,fc3aea28,db28c396
7a3ede76,8109.17,4dd7c69c,fc3aea28,db28c396
14d426bf,9723.92,6c7a9096,84bb28b3,9de93016
d0feb3dd,4561.27,29b262bc,84bb28b3,9de93016
efeb37fb,7170.97,686d79a3,f747c8db,9de93016
a4acfbb6,9879.36,e1aebb94,f747c8db,9de93016
96fb7495,2685.2,c2b00ce4,84bb28b3,9de93016
640c8e4e,4873.59,337907df,84bb28b3,f59f465a
d446ac7c,5582.83,62e8eafb,f747c8db,f59f465a
e3f07578,169.44,2e55a55e,f747c8db,f59f465a
17943f27,8768.55,b9a5a69b,958ea102,f59f465a
d180236a,8880.07,91838222,73a0e25a,b02ba76a
690e7046,3405.1,e219e4a0,84bb28b3,0a33c8b5
8b981b76,519.26,80bc6b4b,84bb28b3,4eb97ce8
136b4a8c,7972.38,6ec14942,f747c8db,4eb97ce8
4cc63c0c,9985.96,9ad27048,f747c8db,4eb97ce8
083a4926,2624.12,43aa7b9d,84bb28b3,1156dffe
ce2dce94,2755.99,5af8fe59,84bb28b3,1156dffe
50dbde1d,3015.98,c0f47b05,f747c8db,1156dffe
af20ea7c,5693.9,7145f296,f747c8db,1156dffe
4a2d4ed3,3136.56,fe0de302,84bb28b3,42e4c7fa
e63e9438,5514.88,86776aa9,84bb28b3,42e4c7fa
8b78c9a5,4009.07,dc8cb29e,f747c8db,42e4c7fa
c2df18e6,8605,ccf0a8fa,f747c8db,1c5c2b3c
9054eb67,1786.99,cf1efd14,f0622e59,1c5c2b3c
b43a7466,1083.05,4e861d26,84bb28b3,1357827e
79799baf,9165.06,67b1af3b,84bb28b3,1357827e
0e975868,9982.56,9124e43c,f747c8db,1357827e
211b7264,3249.66,65088d43,f747c8db,1357827e
6b58d17c,6427.05,364be9b5,1e72141e,0ed939a6
8b659826,4638.76,7e0b7536,1e72141e,0ed939a6
07da022c,9366.31,0d634bda,1e72141e,0ed939a6
dae6ea52,3200.5,af9a668a,84bb28b3,6fda1a8b
ced6cc80,230.43,521bb969,84bb28b3,6fda1a8b
798a0e6b,8119.24,3ce2bbc3,f747c8db,db93b206
34bbf80b,4859.14,c81445d5,f747c8db,db93b206
61d54474,1630.1,08c8eabc,84bb28b3,db93b206
174b2383,1828.96,e582db77,84bb28b3,b6c59c89
c9bff508,4189.12,f47bae82,f747c8db,fe5f2e3b
b5bb0133,2058.29,c75f0f9f,f747c8db,fe5f2e3b
82ad75cf,3383.49,8b5bd71b,8c7bc015,871cb980
14002a5e,636.51,9152f090,b14c6fa9,871cb980
45b22b24,2989.56,718a27ce,8c7bc015,871cb980
f23e1e12,6943.47,da42982d,8c7bc015,871cb980
eb2233a3,2375.68,acf101f8,8c7bc015,871cb980
87186403,8651.42,44dea581,ee615e9d,7977d576
22e49939,1478.98,01a02d9b,ee615e9d,7977d576
a0342462,4114.3,0a7d2a78,ee615e9d,7977d576
e45d7bff,769.14,1e801c5d,84bb28b3,9aeebd85
2c0f31b1,8554.3,891ecac0,84bb28b3,9aeebd85
587594cc,6488.16,c3af4f51,f747c8db,9aeebd85
ace061af,7602.2,a626ae93,f747c8db,f96b1fbb
dee66d43,2543.61,bf606140,84bb28b3,f96b1fbb
9fcd3ec7,7716.92,60c3ffbd,84bb28b3,d6fa92a3
64d1261f,6678.16,0635ca08,f747c8db,d6fa92a3
1405aa49,5290.97,9e6e4099,f747c8db,d6fa92a3
bc70d4e7,4753.06,ffdbcff0,84bb28b3,871f55ff
befa8664,7210.32,ba119fde,84bb28b3,a8803eaf
0f38da53,6584.26,b8198d7a,f747c8db,a8803eaf
609e4e9a,9192.66,45da674e,f747c8db,5056acbb
c4ab3fb1,8018.73,f70996d8,7a440b34,5056acbb
d0e92b45,926.12,2451f328,ddfe7f87,7cec8f7c
45b41e0e,7982.2,ae1d44ce,ddfe7f87,7cec8f7c
e839d381,2758.07,c115ce13,aa8b0b9d,7cec8f7c
60dd8544,5979.54,aa1efdf6,84bb28b3,68485685
80daf194,9077.71,1ba019c2,84bb28b3,68485685
0bf2af8a,474.44,09349ca7,f747c8db,c09374a2
442af77a,4303.44,3f3679a4,f747c8db,c09374a2
1715ed90,9224.26,ac000a08,de6f84e9,65552884
7768bd11,6952.34,08baca76,d19384b1,5b66461b
255e772c,5284.54,ec9c4ce0,d19384b1,5b66461b
4ffc7cac,4587.41,9bed86d9,a9e53ea7,5b66461b
73c5b2d5,4957.34,6bc03ac7,a9e53ea7,5b66461b
dcc51708,3710.79,862bc75a,bb7b6be9,7138f5cc
95b6f2f2,6428.14,601b520c,e0cfde0c,2e82322e
f5ce2bee,2479.03,1a9147d7,e0cfde0c,2e82322e
1f0b38f6,7040.27,2.17E+59,84bb28b3,46b6d1e6
82a3b951,5740.22,8dadd2c6,84bb28b3,46b6d1e6
13d680be,5823.14,e2ae519f,f747c8db,46b6d1e6
50b2c0ed,3754.45,52a02835,f747c8db,46b6d1e6
500acdb5,5036.53,73d21ff5,84bb28b3,31bbdbbd
51be1f9e,678.9,5fc5e10c,84bb28b3,31bbdbbd
6a06ac01,6062.18,ff46ba31,f747c8db,31bbdbbd
1841d51e,8650.36,2b95f4b5,f747c8db,d1cc53cf
2.79E+07,6054.69,4a30b58d,c04baf33,35703c94
b32e41db,5570.91,e115b428,c04baf33,35703c94
df7fec6a,3834.67,fd5557d1,e7fe42f2,35703c94
1ce91aff,242.17,15ce94ad,84bb28b3,881eb356
bd56dd93,407.28,e79bdcc8,84bb28b3,881eb356
18875265,8000.87,7006c196,f747c8db,881eb356
706f09db,1060.16,2.44E+66,f747c8db,881eb356
46780f96,7328.31,7ec53562,84bb28b3,881eb356
3baeb7a1,9827.16,4dab8884,84bb28b3,44bffcf4
2f9af483,4468.52,d08106d5,f747c8db,44bffcf4
455f07e2,179.63,feeb1d97,f747c8db,44bffcf4
c06365ba,7424.7,bcca8c69,3ad12632,235b4db8
4f10bd5b,7704.76,037579c3,3ad12632,235b4db8
c835f09d,449.33,e41052bf,3ad12632,235b4db8
8ba3045f,5054.29,29de653c,3ad12632,235b4db8
7e29fe42,7192.83,7bd716c0,2d5633bb,f56962c2
9a02da57,7143.8,dde24a88,923618df,f56962c2
fa2bd3ae,2703.35,1dc18bc0,2d5633bb,f56962c2
7a806996,6064.82,299c7d0b,84bb28b3,a6029bcb
a003aa70,9917.51,fa2858b5,84bb28b3,a6029bcb
b72747b7,6584.79,3fbdbfd4,f747c8db,a6029bcb
da004ca2,7332.79,a4c9eca4,f747c8db,45709961
7191350d,226.22,d530d66a,65b9af9d,45709961
687bde23,8376.41,f857435d,65b9af9d,45709961
8ff4538b,2859.77,13b2c6e3,f5f5b0d2,9e313468
44521940,4842.12,65b434d0,f5f5b0d2,9e313468
0f8825f8,7421.74,e4f97d58,7ec6dff4,78118596
9cd88451,4645.83,5dea392f,c701315b,78118596
58e0a2ec,3523.28,88c61889,c701315b,78118596
4ddfd322,6886.74,ec857bb7,9b4e4d66,9de8f237
550f9c2b,8565.82,2a02a142,9b4e4d66,9de8f237
c6d77268,1508.24,aef6a22e,7b1d4049,9de8f237
950861f5,762.47,0b78f50c,84bb28b3,80baf7e3
37953628,9245.56,038b5abc,84bb28b3,80baf7e3
5db3e315,9027.17,5c17f763,f747c8db,80baf7e3
7e63478d,1093.53,9b3e16a0,f747c8db,6b0de1a7
f0a388bb,6074.28,c28e1ae9,8138d1e0,d1e5d5fd
d06ae303,8645.76,b02dbe16,8138d1e0,d1e5d5fd
aa74df0f,1089.88,be0b4656,8138d1e0,d1e5d5fd
37f0d3d3,8316.06,32a9d68f,8138d1e0,d1e5d5fd
89616ee1,5972.39,9265d475,7ff73899,22b5df97
194f7039,1742.44,11a47399,7a50d772,22b5df97
f07f2015,439.46,4f0f95fa,a31f5461,33be7e7c
218c5a78,7558.18,c6d3fe9a,a31f5461,33be7e7c
9a91fd91,2855.78,a925a929,a31f5461,33be7e7c
71b33394,6603.87,96e43186,a31f5461,33be7e7c
e26262c0,4062.76,a7a15884,9a01cd1d,883c5d75
3b2de0c1,3880.69,33ca2893,62650b36,59cc32f8
8f482d52,4631.74,264ad6f9,62650b36,59cc32f8
4d03ad83,6295.86,263dc034,60e5e295,59cc32f8
cf031bd9,6839.39,967232c3,62650b36,59cc32f8
c98e6fa8,1694.77,e3302746,60e5e295,59cc32f8
f3af55f8,1871.24,c81f078e,84bb28b3,a49778e2
e24f896e,2847.45,911eb7f2,84bb28b3,a49778e2
73f7da16,339.01,069b963e,f747c8db,a49778e2
26a356f6,2650.11,3c72087c,f747c8db,a341dc1a
40d390ee,9906.68,43481a3d,1ca9bd70,7f26c851
